Case No,ad_id,terra_indigena,povo,muni,year,report_cat,dem_status,primary_conflict,pc_spec,pc_other,pc_comment,secondary_conflict,sc_spec,sc_other,sc_comment,violence,gov_support,gov_level,gov_spec,counterparty,counterparty_spec,
772,.,Carazinho,Kaingang,.,2012,1,1,9,,,"Process frozen, insecurity",9,,,,9,3,,,9,,
773,5510,Rio dos Índios,,,2012,1,1,9,,,"Process frozen, insecurity",9,,,,9,3,,,9,,
774,.,Novo Xingu,Kaingang,.,2012,1,1,5,50,threats of eviction,,9,,,,9,3,,,9,,
775,.,Kandóia,Kaingang,.,2012,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
776,5597,Tekoha Porã,,,2012,1,1,9,,,"area very small, got desapropriated by government",9,,,,2,1,4,,9,,
777,.,Reita / Itaju,Guarani,.,2012,1,1,3,32,,Railroad of Sao Francisco,9,,,,9,1,4,FUNAI,1|2,"FUNAI, railroad",
778,5461,Piraí,,,2012,1,1,1,11,,invaders,9,,,,2,1,4,judicial decision,1|3,"Judiciary, invaders",
779,5584,Tarumã,,,2012,1,1,1,11,,invaders,9,,,,2,1,4,judicial decision,1|3,"Judiciary, invaders",
780,5457,Pindoty,,,2012,1,1,1,11,,invaders,9,,,,2,1,4,judicial decision,1|3,"Judiciary, invaders",
781,5378,Morro Alto,,,2012,1,1,1,11,,invaders,5,50,demarcated area reduced,,2,1,1,Federal Justice,1|3,"Judiciary, invaders",
782,.,Fraiburgo,Kaingang,.,2012,1,1,1,11,,"firm claiming territory, indigenous expulsed",9,,,,9,3,,,2,,
783,5701,Cambirela,,,2012,1,1,9,,,Process frozen,9,,,,2,3,,,9,,
784,.,Yaká Porã,Guarani,.,2012,1,1,9,,,"Process frozen, insecurity",9,,,,9,3,,,9,,
785,5580,Tapeba,,,2012,2,1,2,23,,10 houses destroyed,5,50,close to road,,9,1,3,Justice of Caucaia,1,Justice of Caucaia,
786,5055,Arroio-Korá,,,2012,2,1,9,,,,9,,,,9,3,,,9,,
787,5265,Kadiwéu,,,2012,2,2,1,11,,23 houses of invaders,9,,,,2,2,,,3,invaders,
788,5055,Arroio-Korá,,,2012,2,1,2,23,,Invaders with pistols destroye one camp,9,,,,1,2,,,3,invaders,
789,5250,Japuíra,,,2012,2,1,4,41,,loggers of Brasnorte,1,11,,rural invaders of Brasnorte,9,3,,,3,"invaders, loggers",
790,.,Jarudori,Bororo,.,2012,2,2,1,11,,farmers invaded,9,,,,9,1,1,Federal Justice,1,Federal Justice,
791,.,Ororobá,Atikum,.,2012,2,1,1,11,,farmers invaded,6,66,,indigenous threatening to evict invaders ,9,3,,,3,invaders,
792,5018,Amanayé,,,2012,2,1,1,11,,,9,,,,9,1,4,FUNAI,3,invaders,
793,5584,Tarumã,,,2012,2,1,3,34,,fences built,5,50,threat of eviction against indigenous,,2,3,,,3,invaders,
794,5246,Jaminawá da Colocação São Paulino,,,2012,3,9,8,88,,death threats by farmers,4,41,,,9,1,3,FUNAI,1|3,"FUNAI, farmers",
795,5664,Wassu Cocal,,,2012,3,9,4,44,,granite mining in slavery conditions,4,41,,,2,2,,,3,miners,
796,5678,Yanomami,,,2012,3,9,4,44,,,9,,,,2,2,,,3,miners,
797,5286,Katukina/Kaxinawá,,,2012,3,9,4,41|42|43,,,9,,,,2,2,,,3,"loggers, hunters",
798,5434,Tumucumaque,,,2012,3,9,4,42|44,,,9,,,,2,2,,,3,"miners, hunters",
799,5057,Avá-Canoeiro,,,2012,3,2,1,11,,,4,42|43,,,9,3,,,3,farmers,
800,5117,Cana Brava/Guajajara,,,2012,3,9,4,41,,due to closeness to road. ,1,11,,3 indigenous murdered,1,3,,,3,invaders,
801,5059,Awá,,,2012,3,9,4,41,,,9,,,,9,3,,,3,loggers,
802,5048,Araribóia,,,2012,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
803,5117,Cana Brava/Guajajara,,,2012,3,9,2,21,,,9,,,,2,3,,,9,,
804,5060,Bacurizinho,,,2012,3,9,2,21,,Arson by farmers,9,,,,2,2,,,3,farmers,
805,5059,Awá,,,2012,3,9,4,41,,carbon and iron production,5,50,slavery,slavery like work conditions,9,3,,,9,,
806,5015,Alto Turiaçu,,,2012,3,9,4,41,,,1,11,,,2,1,4,Corruption with autorization entity,3,loggers,
807,5128,Caru,,,2012,3,9,4,41,,,1,11,,,2,3,,,3,loggers,
808,5265,Kadiwéu,,,2012,3,9,4,41,,,9,,,,2,2,,,3,loggers,
809,5748,Laranjeira Nhanderu,,,2012,3,1,5,50,pesticides,pesticides used on farms endangering indigenous,9,,,,1,3,,,3,farmers,
810,.,Kurusu Ambá,Guarani Kaiowá,.,2012,3,1,5,50,pesticides,"pesticides used on farms endangering indigenous. This creates desnutrition, which creates tuberculose",9,,,,1,3,,,3,farmers,
811,5150,Enawenê-Nawê,,,2012,3,9,3,33,,"Hydro plant Complexo Juruena. Thus, much less fish which are important for rituals",9,,,,2,3,,,9,,
812,5029,Apiaka/Kayabi,,,2012,3,9,3,33,,,8,89,,threat not explained,2,1,4,Ibama,1|2,,
813,5435,Parque Indígena do Xingu,,,2012,3,9,4,41,,,9,,,,2,2,,,3,loggers,
814,5742,Kayabi,,,2012,3,9,4,41,,,2,25,,,2,2,,,9,,
815,5123,Capoto / Jarina,,,2012,3,9,4,41|43,,,2,21,,,2,2,,,9,,
816,5750,Manoki (Irantxe I),,,2012,3,9,4,41,,62.6% of the deforestation,5,50,Pesticides,,2,2,,,9,,
817,5742,Kayabi,,,2012,3,9,1,11,,,4,41,,,2,2,,,3,loggers,
818,5555,Sararé,,,2012,3,9,4,41|44,,,1,11,,,2,2,,,3,"loggers, miners",
819,5350,Maraiwatsede,,,2012,3,9,4,41,,biggest deforestation in Amazon: 61.5% of territory,9,,,,2,2,,,3,loggers,
820,5381,Munduruku,,,2012,3,9,4,44,,gold mining,9,,,,2,2,,,2,,
821,5350,Maraiwatsede,,,2012,3,1,5,50,pesticides,"pesticides used on farms endangering indigenous. This creates desnutrition, which creates tuberculose",9,,,,1,3,,,3,airplane putting pesticides,
822,5250,Japuíra,,,2012,3,9,4,41,,,9,,,,2,2,,,3,loggers,
823,.,Jarudori,Bororo,.,2012,3,9,4,41,,,9,,,,2,2,,,3,loggers,
824,5673,Xikrin do Rio Cateté,,,2012,3,9,4,41,,,9,,,,2,2,,,2,Vale,
825,5300,Kayapó,,,2012,3,9,4,44,,extraction of gold and mercury,9,,,,2,2,,,9,,
826,5569,Sororó,,,2012,3,9,3,31,,,9,,,,9,3,,,9,,
827,5300,Kayapó,,,2012,3,9,4,41,,,1,11,,,2,2,,,3,"invaders, loggers",
828,5010,Alto Rio Guamá,,,2012,3,9,4,41,,,8,88,"loggers atacking, threatening and shooting on indigenous, Ibama and military police",,1,2,,,3,loggers,
829,5742,Kayabi,,,2012,3,9,2,22|23,,Explosion by Federal Police of a mine which destroyed large parts of the indigenous land,9,,,,2,1,1,Federal Police,1,Federal Police,
830,5569,Sororó,,,2012,3,9,4,42|44,,,9,,,,2,2,,,3,,
831,5569,Sororó,,,2012,3,9,2,21,,,9,,,,2,2,,,3,farmers,
832,5021,Anambé,,,2012,3,9,4,41,,,1,11,,,2,2,,,3,loggers,
833,5043,Arara da Volta Grande do Xingu,,,2012,3,2,1,11,,over 1000 invader families in area,9,,,,2,2,,,3,invaders,
834,5102,Cachoeira Seca,,,2012,3,9,4,41|43,,,3,31,,Illegal road within indigenous land giving access to invaders and fishermen,2,2,,,3,"invaders, loggers",
835,5338,Mãe Maria,,,2012,3,9,3,33,,Reservatory UHE Marabá flooding indigenous land,9,,,,2,2,,,2,Eletronorte,
836,5038,Apyterewa,,,2012,3,2,1,11,,lots of families and farmers still in indigenous land,9,,,,2,2,,,3,inhabitants,
837,5282,Karipuna,,,2012,3,9,4,41,,,1,11,,,2,2,,,3,"invaders, loggers",
838,5565,Sete de Setembro,,,2012,3,9,4,41,,80 wood trucks per day,9,,,,2,3,,,3,loggers,
839,5529,Roosevelt,,,2012,3,9,4,44,,Mining of diamonds,9,,,,2,2,,,3,miners,
840,5623,Tubarão Latunde,,,2012,3,9,4,41,,,9,,,,2,2,,,3,loggers,
841,5505,Rio Branco,,,2012,3,9,3,33,,Small hydro plants in Bacia do Rio Branco destroying river fluctuations and fish,9,,,,2,2,,,9,,
842,5419,Pakaas Novas,,,2012,3,9,4,43,,1 ton of fish found,9,,,,2,2,,,9,,
843,5678,Yanomami,,,2012,3,9,4,44,,"7 kg of gold, luxurious cars and weapons found by Federal Police",9,,,,2,2,,,3,miners,
844,5491,Raposa Serra do Sol,,,2012,3,9,4,44,,,8,88,,,9,1,1,"FUNAI and Federal Police saying they cannot do anything about the mine, as it lies at the border",3,miners,
845,5491,Raposa Serra do Sol,,,2012,3,9,1,11,,,9,,,,9,2,,,3,invaders,
846,.,Various,Makuxi | Wapixana,.,2012,3,9,2,25,,"Planting of acacias, which destroys nature and fish production",9,,,,2,2,,,9,,
847,5491,Raposa Serra do Sol,,,2012,3,9,1,11,,Invasion and passing of miners due to absence of inspections,9,,,,2,2,,,3,invaders,
848,5678,Yanomami,,,2012,3,9,4,44,,,3,31,,illegal roads,2,2,,,3,miners,
849,.,Various,Makuxi | Wapixana,.,2012,3,2,1,11,,,9,,,,2,2,,,3,invaders,
850,5054,Arroio do Conde,,,2012,3,1,2,23|25,,,9,,,,2,1,2,Statal government authorized building of industry,,,
851,5120,Cantagalo,,,2012,3,1,1,11,,,2,22,,,2,2,,,3,invaders,
852,5461,Piraí,,,2012,3,1,5,50,pesticides,"pesticides used on farms endangering indigenous. This creates desnutrition, which creates tuberculose",9,,,,1,3,,,9,,
853,5378,Morro Alto,,,2012,3,9,1,11,,,4,41,,,2,3,,,3,"invaders, loggers",
854,5584,Tarumã,,,2012,3,2,1,11,,,9,,,,2,2,,,3,invaders,
855,.,Conquista,Guarani,.,2012,3,9,2,21|23,,one house burnt,9,,,,2,2,,,9,,
856,5662,Waimiri-Atroari,,,2013,1,2,4,41,,"Process frozen, logging",1,11,,,2,2,,,3,loggers,
857,5391,Murutinga,,,2013,1,1,9,,,"Delay injustifiabel, says federal judge Jaiza Mairia Pinto Fraxe",9,,,,2,1,1,FUNAI,1,FUNAI,
858,.,Setema,Mura,.,2013,1,1,9,,,,9,,,,2,1,1,"União, President: publication of decreto",1,Federal Public Ministry,
859,.,Various,Atikum | Kaimbé | Pankararé | Truká | Tumbalalá | Xukuru-Kariri,.,2013,1,1,9,,,,9,,,,2,1,1,Federal Public Ministry,1,Federal Public Ministry,
860,5580,Tapeba,,,2013,1,1,1,11,,"conflicts, growing violence",9,,,,1,1,1,"MPF/CE, FUNAI, União",1|3,,
861,5666,Xacriabá,,,2013,1,1,1,12,,400 indigenous came back to traditional land,9,,,,3,1,1,FUNAI,1,FUNAI,
862,.,Various,Guarani Kaiowá,.,2013,1,1,1,11,,farmers,6,63,,peaceful demonstration of indigenous,2,1,1,FUNAI,1|3,"FUNAI, farmers",
863,.,Apiaká - Pontal (São Tomé),Apiaká | Munduruku | Isolados,.,2013,1,1,9,,,,9,,,,2,1,4,terras indigenas not handed in,9,,
864,.,Piripikura,Kayabi,.,2013,1,1,1,11,,,2,21,,,9,3,,,3,invaders,
865,5150,Enawenê-Nawê,,,2013,1,1,2,25,,Destruction of environment,1,11,,agrar conflicts,2,1,1,FUNAI,1|3,"FUNAI, invaders",
866,5750,Manoki,,,2013,1,2,4,41|43|44,,,2,21,,,2,3,,,3,loggers,
867,5598,Tembé,,,2013,1,1,9,,,,9,,,,2,1,1,"FUNAI, União",1,"FUNAI, União",
868,5459,Pipipã,,,2013,1,1,9,,,,1,11,,,1,3,,,3,,
869,.,Serra do Arapuá,Panará,.,2013,1,1,9,,,,1,11,,,1,3,,,3,,
870,5056,Atikum,,,2013,1,1,1,11,,,9,,,,2,2,,,3,settlers,
871,5622,Truká,,,2013,1,1,9,,,,9,,,,2,1,3,,1,,
872,.,Kariri,Kariri,.,2013,1,1,9,,,,9,,,,2,1,1,FUNAI,1,FUNAI,
873,.,Tekoha Araguaju,Avá-Guarani,.,2013,1,1,9,,,Process frozen,9,,,,2,1,1,FUNAI,1,FUNAI,
874,5519,Rio Negro Ocaia,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
875,5510,Rio dos Índios,,,2013,1,1,1,11,,"invaders threatening, and shooting, one indigenous hurt",9,,,,1,3,,,3,invaders,
876,5510,Rio dos Índios,,,2013,1,1,1,11,,farmers,9,,,,9,3,,,3,farmers,
877,5362,Mato Preto,,,2013,1,1,5,50,threats and prejudices,,9,,,,9,3,,,9,,
878,5437,Passo Grande do Rio Forquilha,,,2013,1,1,1,11,,farmers,9,,,,9,3,,,3,farmers,
879,5361,Mato Castelhano,,,2013,1,9,5,50,close to road,,9,,,,2,3,,,9,,
880,.,Lajeado do Bugre,Kaingang,.,2013,1,1,9,,,,9,,,,2,3,,,9,,
881,.,Carazinho,Kaingang,.,2013,1,1,5,50,close to road,,9,,,,2,3,,,9,,
882,.,Xingu,Kaingang,.,2013,1,1,5,50,judiciary actions,possible eviction,9,,,,2,1,1,FUNAI,1,FUNAI,
883,.,Kandóia,Kaingang,.,2013,1,1,9,,,,9,,,,2,3,,,9,,
884,5233,Itapuã,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
885,5469,Ponta da Formiga,,,2013,1,1,5,50,,Process frozen,9,,,,2,1,1,FUNAI,1,FUNAI,
886,5381,Morro do Coco,,,2013,1,1,5,50,,Process frozen,9,,,,2,1,1,FUNAI,1,FUNAI,
887,5054,Arroio do Conde,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
888,.,Petim,Guarani Mbya,.,2013,1,1,9,,,,9,,,,2,3,,,9,,
889,5436,Passo Grande,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
890,5228,Irapuá,,,2013,1,1,5,50,close to road,,9,,,,2,3,,,1,FUNAI,
891,5120,Cantagalo,,,2013,1,2,1,11,,,2,22,,,2,3,,,1,settlers,
892,5597,Tekoha Porã,,,2013,1,1,9,,,,9,,,,2,1,2,Statal government needing to pay indemnization fees,1,statal government,
893,.,Various,Guarani Mbya,.,2013,1,1,5,50,close to road,,9,,,,2,3,,,1,FUNAI,
894,5381,Morro do Osso,,,2013,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
895,5191,Guarani do Araça'i,,,2013,1,1,9,,,,9,,,,2,3,,,1,public prosecutors,
896,5701,Cambirela,,,2013,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
897,.,Yaká Porã,Guarani,.,2013,1,1,1,11,,landholders conflict,9,,,,9,3,,,1,FUNAI,
898,.,Yvy Dju/Reta,Guarani,.,2013,1,1,3,32,,,1,11,,landholders conflict,2,3,,,1,FUNAI,
899,5461,Pirai,,,2013,1,1,9,,,,9,,,,2,3,,,1,FUNAI,
900,5584,Tarumã,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
901,5457,Pindoty,,,2013,1,1,9,,,,9,,,,2,3,,,9,,
902,5378,Morro Alto,,,2013,1,1,1,11,,invasions,9,,,,9,3,,,3,invaders,
903,.,Fraiburgo,Kaingang,.,2013,1,1,1,11,,eviction of indigenous,9,,,,9,3,,,3,invaders,
904,.,Various,Guarani | Kaingang | Xoklend,.,2013,1,1,5,50,,Process frozen,9,,,,2,3,,,9,,
905,5187,Guarani da Barragem,,,2013,1,1,1,11,,Invasion by armed people,9,,,,9,3,,,3,invaders,
906,5030,Apinayé,,,2013,1,9,4,41,,,9,,,,2,2,,,3,loggers,
907,5020,Anacé,,,2013,2,.,3,34,,Petrobras building Industrial Compley and Port,9,,,,1,1,2,Statal government and FUNAI,1|2,"Petrobras, Statal government and FUNAI",
908,5336,Limão Verde,,,2013,2,.,1,11,,farmers,9,,,,2,2,,,3,farmers,
909,5453,Pilad Rebuá,,,2013,2,.,1,11,,farmers,2,21,,,1,2,,,3,farmers,
910,5809,Yvy-Katu,,,2013,2,.,1,11,,farmers,5,50,threat,threat of eviction by National Forces,1,2,,,3,farmers,
911,.,.,Guarani-Kaiowá,.,2013,2,.,1,11,,"farmers, armed invasion",2,23,,fences and tents taken away,1,2,,,3,farmers,
912,5228,Irapuá,,,2013,2,.,2,23,,shooting on tents by armed people,5,50,threat,,1,2,,,3,,
913,5437,Passo Grande do Rio Forquilha,,,2013,2,.,1,11,,farmers,9,,,,1,3,,,1|3,"federal gov, farmers",
914,.,Unknown,Kaingang,.,2013,2,.,1,11,,people shooting on indigenous camp,9,,,,1,2,,,3,,
915,5510,Rio dos Índios,,,2013,2,.,3,34,,resort built,5,50,boycott,Businesses not selling products and food to Kaingang,1,2,,,2,,
916,5687,Araça'i,,,2013,2,.,1,11,,farmers,9,,,,2,1,2,Government of Santa Catarina,1,Government of Santa Catarina,
917,5011,Alto Rio Negro,,,2013,3,.,4,43,,,9,,,,2,2,,,3,fishermen,
918,.,Various,Baré | Dasano | Piratapúya | Tariano | Tukano,.,2013,3,.,4,41|43,,,9,,,,2,2,,,3,"loggers, fishermen",
919,5011,Alto Rio Negro,,,2013,3,.,2,23,,Destruction of rocks and paintings,9,,,,2,2,,,3,,
920,5441,Paumari do Cuniua,,,2013,3,.,4,41|42|43,,,9,,,,2,2,,,3,,
921,5631,Tupinambá de Olivença,,,2013,3,.,2,21|23,,,9,,,,9,2,,,3,,
922,5179,Governador,,,2013,3,.,4,41,,,9,,,,2,2,,,3,loggers,
923,5128,Caru,,,2013,3,.,4,41,,,1,11,,,2,2,,,3,"loggers, farmers",
924,5309,Krikati,,,2013,3,.,2,25,,by Eletronorte,3,31,,,2,2,,,2,Eletronorte,
925,5015,Alto Turiaçu,,,2013,3,.,2,21|22|23|24,,"people invaded and hit indigenous, taking away plantations, animals and burning two houses",4,41,,,1,2,,,3,loggers,
926,.,Various,Various,.,2013,3,.,4,41,,also sawmills,9,,,,2,2,,,3,loggers,
927,5059,Awá,,,2013,3,.,4,41,,,9,,,,2,2,,,3,loggers,
928,5761,Pacurity,,,2013,3,.,2,23,,graveyard destroyed,5,50,close to road,,9,2,,,3,,
929,.,Apyka'y,Guarani Kaiowá | Terena,.,2013,3,.,2,21|22|23|24|25,,,5,50,close to road,,2,2,,,9,,
930,5583,Taquara,,,2013,3,.,4,41,,,2,22,,,2,2,,,3,farmer,
931,5750,Manoki (Irantxe I),,,2013,3,.,3,33,,,9,,,,2,1,4,Environmental Secretary,1,Environmental Secretary,
932,5555,Sararé,,,2013,3,.,4,45,,gold,2,25,,,2,2,,,3,miners,
933,5750,Manoki (Irantxe I),,,2013,3,.,4,41,,,9,,,,2,2,,,3,loggers,
934,5435,Parque Indígena do Xingu,,,2013,3,.,2,22|25,,Corean biopirates,9,,,,2,2,,,3,Corean researchers,
935,5046,Arara do Rio Branco,,,2013,3,.,4,41,,,9,,,,2,2,,,3,loggers,
936,.,Chiquitano,Chiquitano,.,2013,3,.,1,11,,farmers,9,,,,2,2,,,3,farmers,
937,5598,Tembé,,,2013,3,.,4,41,,,9,,,,1,2,,,3,loggers,
938,5056,Atikum,,,2013,3,.,1,11,,,4,41,,,9,2,,,3,loggers,
939,5300,Kayapó,,,2013,3,.,4,44,,gold,9,,,,2,2,,,3,miners,
940,5081,Baú,,,2013,3,.,4,41,,tree removal in order to plan soy,2,25,,,2,2,,,3,loggers,
941,5300,Kayapó,,,2013,3,.,3,33,,Belo Monte hydro plant,9,,,,2,1,1,"Norte Energia, Ibama, BNDES",1|2,"Norte Energia, Ibama, BNDES",
942,5480,Potiguara - Monte Mor,,,2013,3,.,2,24|25,,water pollution,9,,,,2,2,,,9,,
943,.,.,Guarani,.,2013,3,.,2,23,,very poor infrastructure conditions,9,,,,2,3,,,9,,
944,5419,Pakaas Novas,,,2013,3,.,4,41,,,2,25,,,2,2,,,3,loggers,
945,5600,Tenharim Marmelos,,,2013,3,.,2,21|23,,,9,,,,1,2,,,3,people living in Humaitá,
946,.,Makurap,Makurap | Mequém | Wayoró,.,2013,3,.,2,23,,arqueological sites destroyed,9,,,,9,3,,,9,,
947,5514,Rio Guaporé,,,2013,3,.,4,44,,"mining, cocaine",2,24,,less fish,2,1,1,federal authorities,1|3,"federal authorities, miners",
948,5409,Ouro,,,2013,3,.,2,25,,landfill destroying good living conditions,9,,,,2,2,,,1,local authorities,
949,5382,Morro dos Cavalos,,,2013,3,.,2,23,,water pipes cut,9,,,,2,2,,,9,,
950,5733,Birama-La Klãno,,,2013,3,.,4,41,,,2,23,,moving of demarcation stones,2,2,,,3,,
951,5030,Apinayé,,,2013,3,.,4,41|42,,,9,,,,2,2,,,3,inhabitant,
952,5030,Apinayé,,,2013,3,.,4,41,,firm Vitória Ltda,9,,,,2,2,,,2,firm Vitória Ltda,
953,5045,Arara do Rio Amonia,,,2014,1,2,1,11,,,4,41,,,2,2,,The local government was petitioned by invaders but did not explicitly support.,3,,
954,5508,Rio Cuieras,,,2014,1,1,9,99,,Only delay,9,99,,No other conflict,2,1,4,,1,,
955,.,Médio Rio Negro I,Various,.,2014,1,1,4,43,,Also exploration of workforce for production of piacaba,5,50,"exploration of workforce for production of piacaba, healthcare and access to differentiated education affected",,9,3,,,3,tourism ,
956,.,Various,Apurinã | Kaixana | Kambeba | Kanamari | Kokama | Kulina | Mayoruna | Miranha | Tikuna,.,2014,1,9,9,99,,"Conflict between indigenous and riparian communities, but not stated in what it consists",9,99,,,9,1,3,"Minucipalities of Tefé, Fonte Boa, Maraa, Jutaí and Alvaraes",1,,
957,5631,Tupinambá de Olivença,,,2014,1,2,1,11|12,,Unsure whether indigenous people have returned,4,,,"Famers, but not stated what they extract",1,1,9,"Ministry of Justice, but unsure at which level",3,Farmers categorized as non-indigenous Brazilians. Not as corporation,
958,5106,Cahy/Pequi,,,2014,1,2,9,99,,Only deadline not met. No further conflict,9,99,,,2,3,,,9,,
959,5075,Barra Velha,,,2014,1,1,9,99,,Only deadline not met. No further conflict,9,99,,,2,3,,,1,"FUNAI, Minister of Justice",
960,5631,Tupinambá de Olivença,,,2014,1,1,9,99,,,9,99,,,2,3,,,1,"FUNAI, Minister of Justice",
961,5795,Tremembé da Barra do Mundaú,,,2014,1,1,2,22|23,,Destruction of five houses and objects and coconut palm trees,5,50,Planned infrastructure building,Major tourism enterprises in villages' area,1,2,,,2,tourism enterprise,
962,5785,Tabajara,,,2014,1,9,5,50,Moral damage,Moral damage to indigenous through Union and FUNAI,9,99,,,2,1,2,Federal Prosecution of Ceará,1,Union and FUNAI,
963,5473,Porquinhos,,,2014,1,9,5,50,Lawsuit against FUNAI,,9,99,,,2,1,1|2,"Federal Prosecution of Maranhao, Federal Court",1,FUNAI,
964,5309,Krikati,,,2014,1,2,5,50,Complaint,Letter by indiginists to public entities to complain because a judge decided to withdraw operations in Krikati Indigenous Land,9,99,,,2,3,,"Funai, Federal Prosecution, Federal Regional Court",1,"Funai, Federal Prosecution, Federal Regional Court",
965,5719,Governador,,,2014,1,1,1,11,,Land occupied by farms,9,99,,,9,1,1,FUNAI,1,"Funai, letting the conflict going on",
966,5272,Kanela,,,2014,1,1,5,50,Delay,Delay due to Ministry of Justice,9,99,,,2,3,,,1,Ministry of Justice,
967,5060,Bacurizinho,,,2014,1,1,5,50,Delay,Physical demarcation already waiting for 6y. Constant tension between farmers and indigenous,9,99,,,9,2,,,3,farmers,
968,.,Krenye,Ka'apor,.,2014,1,1,5,50,Delay,Funai not meeting deadline,9,99,,,2,3,,,1,FUNAI,
969,5298,Kaxixó,,,2014,1,1,1,1,,invaders/settlers have several farms in indigenous territory,9,99,,,9,3,,,3,settlers,
970,.,Pacurity,Guarani-Kaiowá,.,2014,1,1,1,11,,Eviction threats by Sao Jose farm. Indigenous living in tents,9,99,,,9,1,1,Federal Court,3,farmers,
971,5408,Ofayé-Xavante,,,2014,1,1,5,50,Delay,Funai not demarcating physically,9,99,,,9,2,,,1,FUNAI,
972,.,Kurusu Ambá,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,FUNAI not publishing the Comprehensive Identification and Delimitation Report even though finished,9,99,,,2,1,1,FUNAI and Prosecution,1,FUNAI and Prosecution,
973,.,Karaja Yvy,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,"demarcation at halt since 2008, in phase of anthropological studies",9,99,,,2,2,,,9,,
974,.,Kamakua,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,"TAC signed in 2007, demarcation frozen",9,99,,,2,2,,,9,,
975,.,Ka'Ajari,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Waiting for actions of Executive,9,99,,,2,2,,,9,,
976,.,Ypo'i e triunfo,Guarani | Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Admin process frozen,9,99,,,2,2,,,9,,
977,5748,Laranjeira Nhanderu,,,2014,1,1,1,11,,invaders making use of land,9,99,,,9,2,,,3,invaders,
978,.,Nu Porã,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Delay due to FUNAI. Indigenous community in tents,9,99,,,2,3,,,1,FUNAI,
979,.,Nhu Verá,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,,9,99,,,2,2,,,1,FUNAI,
980,5697,Boqueirão-MS,,,2014,1,1,5,50,Delay,Delay due to FUNAI. Indigenous community in tents,9,99,,,2,2,,,1,FUNAI,
981,.,Passo Pirajú,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,1,FUNAI,
982,.,Apikay,Guarani-Kaiowá,.,2014,1,1,5,50,Closeness to road,"8 People died ran over by cars, 1 by pesticide contamination",9,99,,,1,3,,,1,FUNAI,
983,.,Mãe Terra,Terena,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,3,,,9,Federal Court in favor of indigenous,
984,.,Charqueada,Terena,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,1,Union,1,Union,
985,5097,Buriti,,,2014,1,1,5,50,Murder,murder of Oziel Terena in 2013,1,11,,interests of farmers,1,3,,,3,Farmers,
986,.,Tunay Ipegue,Terena,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,9,,
987,.,Mbaraka'y,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,9,,
988,.,Pyelito Kue,Guarani-Kaiowá,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,2,,,9,,
989,.,Santiago Kue/Kurupi,Guarani-Kaiowá,.,2014,1,1,1,11,,invaders against demarcation,5,50,Delay,,1,3,,,3,invaders,
990,.,Maraoxapá,Terena,.,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,1,FUNAI,1,FUNAI,
991,5453,Pilad Rebuá,,,2014,1,1,5,50,Delay,Process frozen,9,99,,,2,1,4,Executive,1,Executive,
992,5809,Yvy-Katu,,,2014,1,1,5,50,Delay,Process frozen. Community encamped,9,99,,,2,2,,,9,,
993,5568,Sombrerito,,,2014,1,1,5,50,Delay,Process frozen. Community encamped,9,99,,,2,2,,,9,,
994,5603,Tereza Cristina,,,2014,1,1,1,11,,insecurities and motivated new invasions,9,99,,,9,2,,,9,,
995,5782,Sawré Muybu (Pimental),,,2014,1,1,3,33,,Threat of a Hydroelectric Plant going to be built by the Federal Government,2,23,,loggers and miners,1,1,1,Federal Government,1,Federal Government,
996,5751,Maró,,,2014,1,1,5,50,Delay,Process frozen due to FUNAI. Got lawsuit by Federal Prosecution,9,99,,,2,1,1,FUNAI,1,FUNAI,
997,5333,Las Casas,,,2014,1,2,5,50,Threat by farmers,Farmers threatening to repossess indigenous land as they were not compensated by FUNAI,9,99,,,9,3,,,3,farmers,
998,5386,Munduruku,,,2014,1,1,5,50,Delay,Process frozen due to FUNAI. Therefore insecurity,9,99,,,2,1,1,FUNAI,1,FUNAI,
