terrai_codigo,terrai_nome,municipio_nome,uf_sigla,superficie_perimetro_ha,fase_ti,modalidade_ti,data_em_estudo,tit_em_estudo,data_delimitada,tit_delimitada,data_declarada,tit_declarada,data_homologada,tit_homologada,data_regularizada,tit_regularizada
22101,Kaxinawá Ashaninka do Rio Breu,"Marechal Thaumaturgo, Jordão",AC,"312,778,622",Regularizada,Tradicionalmente ocupada,,,3/28/1994,Resumo publicado no DOU,10/2/1996,Portaria Declaratória nº  600,4/30/2001,Decreto de 30 de abril de 2001,6/17/2002,Matr. 961 Lv. 2-D Fl. 218
22201,Kaxinawá Colônia Vinte e Sete,Tarauacá                                ,AC,"1,051,664",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto n° 268, de 29 de outubro de 1991",9/4/1985,Matr. 321  Lv. 2-B  Fl. 141
22301,Kaxinawá da Praia do Carapanã,Tarauacá                                ,AC,"606,987,189",Regularizada,Tradicionalmente ocupada,11/25/1993,Portaria nº 1204 de 25 de novembro de 1993,,,6/25/1998,PD  455,4/30/2001,Decreto de 30 de abril de 2001,1/2/2002,Matr. 949  Lv. 2-D  Fl. 206
22401,Kaxinawá do Baixo Rio Jordão,Jordão                                  ,AC,"87,264,952",Regularizada,Tradicionalmente ocupada,11/25/1993,Portaria nº 1204 de 25 de novembro de 1993,,,12/11/1998,PD 825 de 11.12.98,4/30/2001,Decreto de 30 de abril de 2001,1/2/2002,Matr. 948  Lv. 2-D  Fl. 205
22501,Kaxinawá do Rio Humaitá,Feijó                                   ,AC,"1,273,835,568",Regularizada,Tradicionalmente ocupada,10/7/2009,"Portaria nº 1243, de 7 de outubro de 2009",,,,,10/29/1991,"Decreto nº 279, de 29 de outubro de 1991",10/8/1986,Matr. 317  Lv. 2-B  Fl. 252
22601,Kaxinawá do Rio Jordão,Jordão                                  ,AC,"872,937,981",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 255, de 29 de outubro de 1991",7/4/1988,Matr. 392  Lv. 2-B  Fl. 219
22701,Kaxinawá Nova Olinda,Feijó                                   ,AC,"275,333,987",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 294, de 29 de outubro de 1991",8/1/1990,Matr. 439  Lv. 2-C  Fl. 105V
57301,Kaxinawá Seringal Curralinho,Feijó                                   ,AC,0,Em Estudo,Tradicionalmente ocupada,10/10/2001,"Portaria nº 822, de 10 de outubro de 2001",,,,,,,,
22801,Kaxinawá Seringal Independência,Jordão                                  ,AC,"11,584,127",Regularizada,Dominial Indígena,,,,,,,,,,
68101,Kaxuyana/Tunayana,"Oriximiná, Nhamundá, Faro                               ",AM/PA,2184120,Delimitada,Tradicionalmente ocupada,10/29/2010,"Portaria nº 1655, de 29 de outubro de 2010",10/19/2015,"Despacho nº 72, de 19 de outubro de 2015",,,,,,
22902,Kayabi,Apiacás e Jacareacanga,MT/PA,"10,532,576,811",Regularizada,Tradicionalmente ocupada,11/12/1993,"Portaria nº 1137, de 12 de novembro de 1993",,,10/2/2002,"Portaria nº 1.149, de 2 de outubro de 2002",4/24/2013,Decreto de 24 de abril de 2013,9/23/2013,"Matr. 079, Lv. 2-A/RG, Fls. 79"
23001,Kayapó,"Cumaru do Norte, Bannach, Ourilandia do Norte, São Felix do Xingu",PA,"32,840,049,719",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 316, de 29 de outubro de 1991",6/29/2001,"Matr. 2.473, Lv. 2-M,  Fl.160"
23101,Kiriri,"Ribeira do Pombal, Banzae, Quijingue, Tucano",BA,"122,998,736",Regularizada,Tradicionalmente ocupada,,,,,,,1/15/1990,"Decreto n° 98828, de 15 de janeiro de 1990",3/22/1990,Matr. 2.969  Lv. 2-M  Fl. 83
23201,Koatinemo,"Altamira, Senador Jose Porfirio",PA,"3,878,342,501",Regularizada,Tradicionalmente ocupada,,,,,6/18/1993,PD 320 de 18/06/93,1/5/1996,Decreto de 05 de janeiro de 1996,11/12/1999,Matr. 23.078  Lv. 2-AAT  Fl. 230
62301,Krahó-Kanela,Lagoa da Confusão                       ,TO,"76,127,653",Regularizada,Reserva Indígena,6/26/2003,"Portaria nº 613, de 26 de julho de 2003",,,,,,,,
23301,Kraolandia,Itacajá Goiantins,TO,"3,025,333,971",Regularizada,Tradicionalmente ocupada,,,,,,,3/7/1990,"Decreto nº 99062, de 07 de março de 1990",3/19/1992,Matr. 2.150  Lv. 2-E  Fl. 100V
23401,Krenak,Resplendor                              ,MG,"40,398,241",Regularizada,Tradicionalmente ocupada,4/29/2010,"Portaria nº 607, de 29 de abril de 2010",,,,,4/19/2001,Decreto de 19 de abril de 2001,5/28/2001,Matr. 10.399  Lv. 2-O  Fl. 129
23402,Krenak dos Sete Salões,"Conselheiro Pena, Itueta, Resplendor e Santa Maria do Itueto                            ",MG,0,Em Estudo,Tradicionalmente ocupada,10/16/2007,"Portaria n° 990, de 16 de outubro de 2007",,,,,,,,
65801,Krenrehé,"Luciára , Canabravo do Norte",MT,6400,Regularizada,Reserva Indígena,,,,,,,,,,
73718,Krenyê,Barra do Corda e Vitorino Freire,MA,0,Encaminhada RI,Reserva Indígena,3/11/2014,"Portaria nº 205, de 11 de março de 2014",,,,,,,,
23501,Krikati,"Amarante do Maranhão, Lajeado Novo, Montes Altos, Sitio Novo",MA,"1,447,757,868",Regularizada,Tradicionalmente ocupada,,,,,7/7/1992,Portaria Declaratoria nº 328 de 07/07/92,10/27/2004,Decreto de 27 de outubro de 2004,11/29/2005,"Matr. 94, Lv. 2-A/01, Fl. 95 (Gleba II)"
23601,Krukutu,São Paulo,SP,"25,88",Regularizada,Tradicionalmente ocupada,,,,,,,7/14/1987,"Decreto n° 94222, de 14 de julho de 1987",9/23/1987,Matr. 204.608  Lv. 2/RG  Fl. 01
23701,Kulina do Medio Jurua,"Eirunepé, Tarauacá, Ipixuna, Envira",AC/AM,"7,301,429,969",Regularizada,Tradicionalmente ocupada,,,,,6/1/1992,PD 279 de 01/06/92,12/11/1998,Decreto de 11 de dezembro de 1998,5/8/2000,Matr. 175  Lv. 2-A  Fl. 175
23801,Kulina do Rio Envira,Feijó                                   ,AC,"843,646,082",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 280, de 29 de outubro de 1991",8/4/1988,Matr. 405  Lv. 2-C  Fl. 60
23901,Kulina Igarapé do Pau,Feijó                                   ,AC,"45,590,937",Regularizada,Tradicionalmente ocupada,,,,,8/17/1993,PD  308,4/18/2001,Decreto de 18 de abril de 2001,6/6/2001,Matr. 664  Lv. 2-D  Fl. 87
24001,Kumaru do Lago Ualá,Jaruá                                   ,AM,"800,358,819",Regularizada,Tradicionalmente ocupada,8/18/1994,"Portaria nº 745, de 18 de agosto de 1994",9/1/2000,Despacho nº 46 de 1º de setembro de 2000,4/20/2001,"Portaria nº 358, de 20 de abril de 2001",10/27/2004,Decreto de 27 de outubro de 2004,12/3/2004,"Matr.183, Lv. 2-B, Fl. 183"
"Matr. R-1-183, Lv. 2-B, Fl. 83/84v",,,,,,,,,,,,,,,,
38902,Kuruáya,Altamira                                ,PA,"1,667,842,496",Regularizada,Tradicionalmente ocupada,10/15/1999,"Portaria nº 974, de 15 de outubro de 1999",12/27/2001,"Despacho nº 123, de 27 de dezembro de 2001",12/30/2002,"Portaria nº 3008, de 30 de dezembro de 2002",4/18/2006,Decreto de 18 de abril de 2006,8/29/2006,"Matr. 25.206, Lv. 2-AAAB, Fls. 125"
24101,Kwazá do Rio São Pedro,Parecis                                 ,RO,"167,998,763",Regularizada,Tradicionalmente ocupada,,,,,7/26/2000,PD 617 de 26.07.00,2/10/2003,Decreto de 10 de fevereiro de 2003,6/4/2003,"Matr. 1.222, Livro 2-RG, Ficha 01"
24801,Lagoa Comprida,"Itaipava do Grajaú, Jenipapo dos Vieiras",MA,"131,982,651",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,Decreto de 29 de outubro de 1991,11/26/1991,Matr. 13.092  Lv. 2-AV  Fl. 09
25001,Lagoa dos Brincos,Comodoro                                ,MT,"1,845,058",Regularizada,Tradicionalmente ocupada,,,,,6/19/1992,PD 296 de 19/06/92,1/5/1996,Decreto de 05 de janeiro de 1996,1/18/1996,Matr. 10.833  Lv. 2/RG  Fl. 01
24901,Lagoa  Encantada,Aquiraz                                 ,CE,1731,Declarada,Tradicionalmente ocupada,4/16/2002,"Portaria nº 310, de 16 de abril de 2002",8/17/2004,"Despacho n° 82, de 17 de agosto de 2004",2/23/2011,"Portaria nº 184, de 23 de fevereiro de 2011",,,,
24201,Lago Aiapua,"Anori, Beruri",AM,"248,660,856",Regularizada,Tradicionalmente ocupada,,,,,,,8/12/1993,Decreto de 12 de agosto de 1993,12/9/1994,Matr. 75  Lv. 2-RG  Fl. 40V
24301,Lago Capanã,Manicoré                                ,AM,"63,215,954",Regularizada,Tradicionalmente ocupada,5/31/1996,"Portaria nº 388, de 31 de maio de 1996",,,12/11/1998,PD 816 de 11.12.98,12/11/2001,Decreto de 11 de dezembro de 2001,11/10/2003,"Matr. 326, Lv.2-B/RG, Fl. 26"
51401,Lago do Barrigudo,Beruri                                  ,AM,0,Em Estudo,Tradicionalmente ocupada,6/21/2004,"Portaria nº 763, de 21 de junho de 2004",,,,,,,,
24401,Lago do Beruri,Beruri                                  ,AM,"4,080,369",Regularizada,Tradicionalmente ocupada,,,,,,,7/3/1995,Decreto de 03 de  julho de 1995,9/22/1995,Matr. 79  Lv. 2/RG  Fl. 41v
52701,Lago do Correio,Santo Antônio do Içá                    ,AM,"132,097,815",Regularizada,Tradicionalmente ocupada,2/28/2003,"Portaria nº 130, de 28 de fevereiro de 2003",7/20/2006,"Despacho n° 72, de 20 de julho de 2006",8/14/2007,"Portaria n° 1394, de 14 de agosto de 2007",12/21/2009,Decreto de 21 de dezembro de 2009,8/26/2011,"Matr. 1.166, Lv. 2-G, Fl. 66"
24501,Lago do Limão,Borba                                   ,AM,8199,Delimitada,Tradicionalmente ocupada,4/9/1997,"Portaria nº 315, de 09 de Abril de 1997",4/22/2013,"Despacho nº 531, de 22 de abril de 2013",,,,,,
27401,Lago do Marinheiro,Careiro                                 ,AM,"35,862,907",Regularizada,Tradicionalmente ocupada,1/16/1997,"Portaria nº 53, de 16 de janeiro de 1997",9/1/2005,Despacho n° 75/PRES/05,12/15/2006,"Portaria n° 2361, de 15 de dezembro de 2006",6/5/2012,Decreto de 5 de junho de 2012,3/7/2013,"Matr. 5.548, Lv. 2-RG, Ficha 01 e verso"
69301,Lago Grande,Santa Terezinha                         ,MT,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
24701,Lago Jauari,Manicoré                                ,AM,"120,230,844",Regularizada,Tradicionalmente ocupada,5/31/1996,"Portaria nº 388, de 31 de maio de 1996",5/25/1998,"Despacho nº 35, de 26 de maio de 1998",12/11/1998,"Portaria nº 824, de 11 de dezembro de 1998",10/27/2004,Decreto de 27 de outubro de 2004,11/29/2004,"Matr. 1.614 Lv. 2-2, Fl. 284"
73730,Laguna Piru,Eldorado,MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
25101,Lalima,Miranda                                 ,MS,"30,002,101",Regularizada,Tradicionalmente ocupada,,,,,,,5/23/1996,Decreto de 23 de maio de 1996,7/2/1996,Matr. 6.849  Lv. 2-R  Fl. 137
25102,Lalima,Miranda                                 ,MS,0,Em Estudo,Tradicionalmente ocupada,7/6/2010,"Portaria nº 985, de 6 de julho de 2010",,,,,,,,
73703,Lami,Porto Alegre                            ,RS,0,Em Estudo,Tradicionalmente ocupada,11/14/2012,"Portaria nº 1426, de 14 de novembro de 2012",,,,,,,,
73731,Laranjeira Nhanderu,Rio Brilhante,MS,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
25301,Laranjinha,"Abatiá, Santa Amelia",PR,"2,842,412",Regularizada,Tradicionalmente ocupada,,,,,,,10/2/1996,Decreto de 2 de outubro de 1996,4/1/1997,Matr. 8.610  Lv. -  Fl. 001
56801,Las Casas,"Pau D`Arco, Floresta do Araguaia, Redenção",PA,"213,447,011",Regularizada,Tradicionalmente ocupada,12/6/2001,"Portaria nº 0992, de 06 de dezembro de 2001",8/22/2003,"Despacho nº 74, de 22 de agosto de 2003",11/23/2006,Portaria nº 1991 de 23 de novembro de 2006,12/21/2009,Decreto de 21 de dezembro de 2009,3/1/2011,"Matr. 16.216, Lv. 2-V, Fl. 162"
25401,Lauro Sodré,Benjamin Constant                       ,AM,"94,786,216",Regularizada,Tradicionalmente ocupada,1/18/2000,"Portaria nº 22, de 18 de janeiro de 2000",7/24/2001,"Despacho nº 73, de 24 de julho de 2001",3/1/2002,"Portaria nº 172, de 01 de março  de 2002",10/27/2004,Decreto de 27 de outubro de 2004,5/11/2005,"Matr. 764, Lv. 2/3-B, Fl. 92"
25501,Ligeiro,Charrua                                 ,RS,"45,657,973",Regularizada,Tradicionalmente ocupada,,,,,,,3/27/1991,Decreto de 27 de março de 1991,5/16/1991,Matr. 8.413  Lv. 2-RG  Fl. 01V
25701,Limão Verde,Aquidauana                              ,MS,"53,772,754",Regularizada,Tradicionalmente ocupada,12/13/1996,"Portaria n° 1180, de 13 de dezembro de 1996",,,7/23/1998,PD 526 de 23/07/98,2/10/2003,Decreto de 10 de fevereiro de2003,4/22/2003,"Matr.13.561, Lv. 2-RG, Ficha 01v/03"
73705,Lomba do Pinheiro,Porto Alegre                            ,RS,0,Em Estudo,Tradicionalmente ocupada,11/14/2012,"Portaria nº 1426, de 14 de novembro de 2012",,,,,,,,
25901,Macarrão,Jutaí                                   ,AM,"442,679,081",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto n° 260, de 29 de outubro de 1991",11/25/1991,Matr. 62  Lv. 2  Fl. 62
26001,Mãe Maria,Bom Jesus do Tocantins                  ,PA,"624,884,516",Regularizada,Tradicionalmente ocupada,,,,,,,8/20/1986,"Decreto nº 93148, de 20 de agosto de 1986",7/17/1985,Matr. 6.587  Lv. 2-Z  Fl. 001
26101,Malacacheta,Cantá                                   ,RR,"286,318,258",Regularizada,Tradicionalmente ocupada,,,,,,,1/5/1996,Decreto de 05 de janeiro de 1996,1/19/1998,Matr. 17.305  Lv. 2/RG  Fl. 01/02
26201,Mamoadate,"Sena Madureira, Asss Brasil",AC,"3,136,468,663",Regularizada,Tradicionalmente ocupada,,,,,,,10/29/1991,"Decreto nº 254, de 29 de outubro de 1991",10/8/1987,Matr. 946  Lv. 2-C  Fl. 167
62701,Manchineri do Seringal Guanabara,"Sena Madureira, Assis Brasil",AC,0,Em Estudo,Tradicionalmente ocupada,11/14/2003,"Portaria nº 1073, de 14 de novembro de 2003",,,,,,,,
26301,Mangueira,Alto Alegre                             ,RR,"4,063,741",Regularizada,Tradicionalmente ocupada,,,,,,,2/16/1982,"Decreto nº 86.923, de 16 de fevereiro de 1982",11/22/1988,Matr. 9.339  Lv. 2/RG  Fl. 01
26401,Mangueirinha,"Chopinzinho, Coronel Vivida, Mangueirinha",PR,"16375,76",Regularizada,Tradicionalmente ocupada,,,,,,,,,3/6/2014,Matrícula nº 8.040
26501,Manoa/Pium,Bonfim                                  ,RR,"433,367,308",Regularizada,Tradicionalmente ocupada,,,,,,,2/16/1982,"Decreto nº 86.924, de 16 de fevereiro 1982",11/22/1988,Matr. 9.336  Lv. 2/RG  Fl. 1V/2V
17302,Manoki,Brasnorte,MT,"2,505,398,293",Declarada,Tradicionalmente ocupada,11/8/2000,"Portaria nº 1144, de 8 de Novembro de 2000",11/13/2002,"Despacho nº 181, de 13 de novembro de 2002",8/4/2008,"Portaria n° 1429, de 4 de agosto de 2008",,,,
26601,Mapari,"Japurá, Tonantins, Fonte Boa",AM,"157,246,227",Homologada,Tradicionalmente ocupada,8/11/1997,"Portaria nº 743, de 11 de agosto de 1997",3/31/2006,"Despacho n° 27, de 31 de março de 2006",8/14/2007,"Portaria n° 1393, de 14 de agosto de 2007",4/17/2015,Decreto de 17 de abril de 2015,,
26701,Maraã Urubaxi,"Santa Isabel do Rio Negro, Maraã",AM,"944,050,733",Regularizada,Tradicionalmente ocupada,,,,,9/30/1993,PD  361,12/11/1998,Decreto de 11 de dezembro de 1998,1/29/1999,Matr. 150  Lv. 2-A  Fl. 140
65401,Maracaxi,Aurora do Pará                          ,PA,720,Declarada,Tradicionalmente ocupada,8/21/2007,"Portaria n° 821, de 21 de agosto de 2007",1/26/2011,"Despacho nº 005, de 26 de janeiro de 2011",4/11/2012,"Portaria nº 595, de 11 de abril de 2012",,,,
26801,Maraitá,Amaturá                                 ,AM,"530,380,644",Regularizada,Tradicionalmente ocupada,6/9/1998,"Portaria nº 579, de 9 de junho de 1998",3/14/2003,"Despacho nº 23, de 14 de março de 2003",3/25/2004,"Portaria nº 892, de 25 de março de 2004",11/1/2006,Decreto de 1° de novembro de 2006,3/18/2009,"Matr. 675, Lv. 2-D, Fls. 96"
26901,Maraiwatsede,"Alto Boa Vista, Bom Jesus do Araguaia, São Félix do Araguaia ",MT,"1,652,412,291",Regularizada,Tradicionalmente ocupada,,,,,9/30/1993,PD 363 de 30/09/93,12/11/1998,Decreto de 11 de novembro de 1998,4/8/1999,Matr. 12.670  Lv. 2-RG  Fl. 001/V
27001,Marajai,Alvarães                                ,AM,"11,963,486",Regularizada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,,,,,10/29/1991,"Decreto nº 288, de 29 de outubro de 1991",12/5/1991,Matr. 01  Lv. 2-A  Fl. 32
27101,Maranduba,"Araguacema, Santa Maria das Barreiras",PA/TO,"3,751,538",Regularizada,Tradicionalmente ocupada,3/17/2000,"Portaria nº 162, de 17 de março de 2000",9/27/2001,"Despacho nº 94, de 27 de dezembro de 2001",12/18/2002,"Portaria nº 2527, de 18 de dezembro de 2002",4/19/2005,Decreto de 19 de abril de 2005,12/26/2005,"Matr. 25.471, Lv. 2-CL, Fl. -"
27201,Marechal Rondon,Paranatinga                             ,MT,98500,Regularizada,Tradicionalmente ocupada,,,,,,,10/2/1996,Decreto de 2 de outubro de 1996,12/16/1996,Matr. 3.810  Lv. 2-Z  Fl. 193
55101,Maró,Santarém                                ,PA,42373,Delimitada,Tradicionalmente ocupada,8/18/2010,"Portaria nº 1155, de 18 de agosto de 2010",10/7/2011,"Despacho nº 107, de 7 de outubro de 2011",,,,,,
27501,Marrecas,"Guarapuava, Turvo",PR,"168,385,694",Regularizada,Dominial Indígena,,,,,,,,,,
27601,Massacara,Euclides da Cunha                       ,BA,"80,200,802",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,Decreto de 24 de dezembro de 1991,12/23/1988,Matr. 2.813  Lv. 2-H  Fl. 577
27701,Massaco,"Alta Floresta D'Oeste, São Francisco do Guaporé",RO,"4,218,950,769",Regularizada,Tradicionalmente ocupada,,,,,5/17/1996,PD 305 de 17.05.96,12/11/1998,Decreto de 11 de dezembro de 1998,3/15/1999,Matr. 3.706  Lv. 2-S  Fl. 107
61101,Massekury/Kãmapa,Boca do Acre                            ,AM,0,Em Estudo,Tradicionalmente ocupada,5/26/2004,"Portaria nº 617, de 26 de maio de 2004",,,,,,,,
27801,Massiambu,Palhoça                                 ,SC,0,Em Estudo,Tradicionalmente ocupada,5/25/2011,"Portaria nº 798, de 25 de maio de 2011",,,,,,,,
27901,Mata da Cafurna,Palmeira dos Índios                     ,AL,"1,176,007",Regularizada,Dominial Indígena,,,,,,,,,,
28002,Mata Medonha,Santa Cruz Cabrália                     ,BA,0,Em Estudo,Tradicionalmente ocupada,5/12/2011,"Portaria nº 748, de 12 de maio de 2011",,,,,,,,
28001,Mata Medonha,Santa Cruz Cabrália                     ,BA,"5,496,226",Regularizada,Tradicionalmente ocupada,,,,,9/30/1993,PD 365 de 30/09/93,5/23/1996,Decreto de 23 de maio de 1996,2/6/1997,Matr. 18.365  Lv. 2-RG  Fl. 001
28101,Matintin,"Santo Antônio do Içá , Tonantins",AM,"217,607,012",Regularizada,Tradicionalmente ocupada,6/9/1998,"Portaria nº 579, de 9 de junho de 1998",10/3/2003,"Despacho nº 93, de 03 de outubro de 2003",9/16/2005,"Portaria n° 1805, de 16 de setembro de 2005",6/5/2012,Decreto de 5 de junho de 2012,3/7/2013,"Matr. 1.268, Lv. 2-G, Fl.68"
68601,Mato Castelhano,Mato Castelhano                         ,RS,0,Em Estudo,Tradicionalmente ocupada,3/5/2010,"Portaria nº 232, de 5 de março de 2010",,,,,,,,
53801,Mato Preto,"Erechim, Erebango, Getulio Vargas",RS,4230,Declarada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,11/20/2009,"Despacho nº 58, de 20 de novembro de 2009",9/21/2012,"Portaria nº 2222, de 21 de setembro de 2012",,,,
28201,Mawetek,"Jutaí, Eurinepé",AM,"115,492,878",Regularizada,Tradicionalmente ocupada,10/30/1995,PP  1152,4/27/1999,DOU  ,10/8/1999,PD  558,4/30/2001,Decreto de 30 de abril de 2001,6/5/2002,Matr. 1.384 Lv.2-A-F Fl. 279
28301,Maxacali,"Santa Helena de Minas, Bertópolis",MG,"53,056,719",Regularizada,Tradicionalmente ocupada,,,,,8/17/1993,PD 317 de 17/08/93,10/2/1996,Decreto de 2 de outubro de 1996,11/13/1996,Matr. 3.427  Lv. 2-K  Fl. 143
28402,Mbiguaçu,Biguaçu                                 ,SC,0,Em Estudo,Tradicionalmente ocupada,,,,,,,,,,
28401,Mbiguaçu,Biguaçu                                 ,SC,"591,982",Regularizada,Tradicionalmente ocupada,,,,,7/26/2000,PD 613 de 26.07.00,5/5/2003,Decreto de 05 de maio de 2003,8/14/2003,"Matr. 17.543, Livro 2-CT, Fls. 107"
28501,Médio Rio Negro I,"Santa Isabel do Rio Negro, São Gabriel da Cachoeira, Japura",AM,"17,761,389,968",Regularizada,Tradicionalmente ocupada,12/16/2003,"Portaria nº 1247, de 16 de dezembro de 1993",,,12/13/1995,PD 1558 de 13/12/95,4/14/1998,Decreto de 14 de abril de 1998,11/3/1999,Matr. 182  Lv. 2-C  Fl. 01
28601,Médio Rio Negro II,"Santa Isabel do Rio Negro, São Gabriel da Cachoeira",AM,"316,194,989",Regularizada,Tradicionalmente ocupada,12/16/2003,"Portaria nº 1247, de 16 de dezembro de 1993",,,12/13/1995,PD  1559,4/14/1998,Decreto de 14 de abril de 1998,11/3/1999,Matr. 183  Lv. 2-C  Fl. 01
28701,Menkragnoti,"Altamira, Matupa, Peixoto Azevedo, São Félix do Xingu",MT/PA,"49,142,548,206",Regularizada,Tradicionalmente ocupada,,,,,11/25/1991,PD 604 de 25/11/91,8/19/1993,Decreto de 19 de agosto de 1993,9/27/1993,Matr. 1.565  Lv. 2/RG  Fl. 01V/2
28802,Menkü,Brasnorte                               ,MT,"1,463,987,469",Delimitada,Tradicionalmente ocupada,11/20/2012,Portaria Migração,4/18/2012,"Despacho nº 125, de 18 de abril de 2012",,,,,,
28801,Menkü,Brasnorte                               ,MT,"470,948,647",Regularizada,Tradicionalmente ocupada,,,,,,,2/11/1987,"Decreto nº 94013, de 11 de fevereiro 1987",4/22/1987,"Matr. 21.183,  Lv. 2-RG,  Fl. 01"
28901,Meria,Alvarães                                ,AM,"5,854,932",Regularizada,Tradicionalmente ocupada,,,,,,,10/4/1993,Decreto de 04 de outubro de 1993,11/10/1993,Matr. 18  Lv. 2-A  Fl. 18
29001,Merure,"General Carneiro , Barra do Garças",MT,"823,011,363",Regularizada,Tradicionalmente ocupada,,,,,,,2/11/1987,"Decreto nº 94014, de 11 de fevereiro de 1987",3/28/1996,Matr. 42.358  Lv. -  Fl. 42.358
29101,Miguel/Josefa,Autazes                                 ,AM,"16,288,091",Regularizada,Tradicionalmente ocupada,1/28/1997,PP  078,7/28/1998,DOU  ,7/15/1999,PD  345,4/20/2001,Decreto de 20 de abril de 2001,3/19/2002,Matr. 856 Lv. 2-D Fl. 154
29201,Miratu,Uarini                                  ,AM,"13,198,788",Regularizada,Tradicionalmente ocupada,,,,,,,12/24/1991,"Decreto nº 390, de 24 de dezembro de 1991",1/14/1992,Matr. 2.183  Lv. 2-I  Fl. 208
67001,Mocajá,"Amambai, Coronel Sapucaia, Paranhos e Tacuru",MS,0,Em Estudo,Tradicionalmente ocupada,9/28/2010,"Portaria nº 1421, de 28 de setembro de 2010",,,,,,,,
29301,Monte Caseros,"Ibiraiaras, Muliterno",RS,"11,124,105",Regularizada,Tradicionalmente ocupada,8/16/1993,"Portaria nº 0742, de 16 de agosto de 1993",,,12/17/1996,PD 748 de 17/12/96,12/11/1998,Decreto de 11 de dezembro de 1998,5/17/1999,Matr. 18.145  Lv. 2-RG  Fl. -
73710,Monte Caseros - RS,"Ibiraiaras, Muliterno",RS,0,Em Estudo,Tradicionalmente ocupada,7/3/2009,"Portaria nº 687, de 3 de julho de 2009",,,,,,,,
29401,Morro Alto,São Francisco do Sul                    ,SC,893,Declarada,Tradicionalmente ocupada,5/15/2003,"Portaria nº 428, de 15 de maio de 2003",5/8/2008,"Despacho n° 17, de 8 de maio de 2008",8/21/2009,"Portaria nº 2813, de 21 de agosto de 2009",,,,
29501,Morro Branco,Grajaú                                  ,MA,"489,804",Regularizada,Tradicionalmente ocupada,,,,,,,8/9/1983,"Decreto nº 88.610, de 09 de agosto de 1983",1/27/1984,Matr. 3.427  Lv. 2-Q  Fl. 08
73001,Morro da Palha,Biguaçu                                 ,SC,"2,403,312",Regularizada,Reserva Indígena,,,,,,,,,,
69401,Morro do Coco,Viamão                                  ,RS,0,Em Estudo,Tradicionalmente ocupada,9/28/2009,"Portaria nº 1179, de 28 de setembro de 2009",,,,,,,,
29601,Morro dos Cavalos,Palhoça                                 ,SC,"19,834,901",Declarada,Tradicionalmente ocupada,10/16/2001,Portaria nº 838 de 16 de outubro de 2001,11/17/2002,"Despacho nº 201, de 17 de novembro de 2002",4/18/2008,"Portaria n° 771, de 18 de abril de 2008",,,,
29701,Moskow,Bonfim                                  ,RR,"142,129,983",Regularizada,Tradicionalmente ocupada,11/18/1997,"Portaria nº  1186, de 18 de novembro de 1997",1/6/2000,"Despacho nº 1, de 6 de janeiro de 2000",4/20/2001,"Portaria nº 364, de 20 de abril de 2001",5/30/2003,Decreto de 30 de maio de 2003,11/24/2004,"Matr. 27.865, Lv. 2-RG, Fl. 001/v"
73709,Muã Mimatxi (Fazenda Modelo Diniz),Itapecirica,MG,0,Encaminhada RI,Reserva Indígena,,,,,,,,,,
64701,Mundo Novo/Viração,"Monsenhor Tabosa, Tamboril",CE,0,Em Estudo,Tradicionalmente ocupada,4/14/2010,"Portaria nº 529, de 14 de abril de 2010",,,,,,,,
66001,Mundo Verde/Cachoeirinha,Teófilo Otoni                           ,MG,"6,061,916",Regularizada,Reserva Indígena,,,,,,,,,,
29801,Munduruku,Jacareacanga                            ,PA,"23,817,957,765",Regularizada,Tradicionalmente ocupada,11/12/1993,"Portaria nº 1137, de 12 de novembro de 1993",2/6/1998,"Despacho nº 3, de 06 de fevereiro de 1998",12/11/1998,"Portaria nº 823, de 11 de dezembro de 1998",2/25/2004,Decreto de 25 de fevereiro de 2004,4/28/2004,"Matr. 5.480, Lv. 2-RG, Fl. 01/02"
58001,Munduruku-Taquara,Belterra                                ,PA,25323,Delimitada,Tradicionalmente ocupada,8/13/2003,Portaria nº 799 de 13 de agosto de 2003,10/29/2009,"Despacho nº 51, de 29 de outubro de 2009",,,,,,
29901,Muratuba,Autazes                                 ,AM,0,Em Estudo,Tradicionalmente ocupada,4/9/1997,"Portaria nº 315, de 09 de Abril de 1997",,,,,,,,
